doc_id,group,age_bin,story_id,age_years,word_count,half_life,total_benefit,ppl_at_min_ctx,ppl_at_max_ctx,T
805_A1,TD,8-9yr,A1,8.925,159,9.057814937468947,13105.86419582367,13114.376953125,8.512757301330566,219.0
805_A2,TD,8-9yr,A2,8.925,201,6.641485988812734,13106.59656906128,13114.376953125,7.780384063720703,276.0
805_A3,TD,8-9yr,A3,8.925,356,7.092353358389639,13108.718416690826,13114.376953125,5.658536434173584,476.0
805_B1,TD,8-9yr,B1,8.925,147,8.759653804103461,13102.733640670776,13114.376953125,11.643312454223633,183.0
805_B2,TD,8-9yr,B2,8.925,194,6.725823800138901,13100.757387161255,13114.376953125,13.619565963745117,254.0
805_B3,TD,8-9yr,B3,8.925,338,6.473314087177864,13108.252478599548,13114.376953125,6.12447452545166,466.0
806_A1,TD,8-9yr,A1,8.669166666666667,69,6.242122982308334,13098.175922393799,13114.376953125,16.201030731201172,93.0
806_A2,TD,8-9yr,A2,8.669166666666667,105,6.47277150842463,13105.376879692078,13114.376953125,9.000073432922363,146.0
806_A3,TD,8-9yr,A3,8.669166666666667,191,6.290160306260269,13107.971397399902,13114.376953125,6.405555725097656,256.0
806_B1,TD,8-9yr,B1,8.669166666666667,116,6.471609809533877,13099.220022201538,13114.376953125,15.156930923461914,168.0
806_B2,TD,8-9yr,B2,8.669166666666667,93,6.382935826859493,13085.237600326538,13114.376953125,29.139352798461914,117.0
806_B3,TD,8-9yr,B3,8.669166666666667,135,8.565492915483286,13104.85506439209,13114.376953125,9.521888732910156,176.0
809_A1,TD,8-9yr,A1,8.9175,80,10.094191443895259,13103.148094177246,13114.376953125,11.228858947753906,100.0
809_A2,TD,8-9yr,A2,8.9175,115,6.264784858074251,13106.704486370087,13114.376953125,7.67246675491333,152.0
809_A3,TD,8-9yr,A3,8.9175,139,6.289612280913435,13107.619312763214,13114.376953125,6.757640361785889,184.0
809_B1,TD,8-9yr,B1,8.9175,72,6.144923057898481,13093.040796279907,13114.376953125,21.336156845092773,97.0
809_B2,TD,8-9yr,B2,8.9175,128,9.096649670583936,13101.751993179321,13114.376953125,12.624959945678711,171.0
809_B3,TD,8-9yr,B3,8.9175,153,6.563860381903288,13108.410655498505,13114.376953125,5.966297626495361,218.0
810_A1,TD,8-9yr,A1,8.345,57,9.429688937618877,13093.585042953491,13114.376953125,20.79191017150879,77.0
810_A2,TD,8-9yr,A2,8.345,105,9.971334581902113,13104.434315681458,13114.376953125,9.94263744354248,145.0
810_A3,TD,8-9yr,A3,8.345,139,6.202761183722673,13107.424211502075,13114.376953125,6.952741622924805,185.0
810_B1,TD,8-9yr,B1,8.345,75,6.46642611471879,13100.981409072876,13114.376953125,13.395544052124023,106.0
810_B2,TD,8-9yr,B2,8.345,97,6.0918680567976615,13107.657181739807,13114.376953125,6.719771385192871,144.0
810_B3,TD,8-9yr,B3,8.345,179,6.267178148648176,13107.27561044693,13114.376953125,7.101342678070068,250.0
813_A1,TD,8-9yr,A1,8.334166666666667,42,6.128136229366217,13062.158237457275,13114.376953125,52.21871566772461,60.0
813_A2,TD,8-9yr,A2,8.334166666666667,87,6.2665337781956,13103.350540161133,13114.376953125,11.026412963867188,123.0
813_A3,TD,8-9yr,A3,8.334166666666667,153,8.233233597034513,13109.123634338379,13114.376953125,5.253318786621094,217.0
813_B1,TD,8-9yr,B1,8.334166666666667,45,10.134232758224144,13044.918258666992,13114.376953125,69.45869445800781,65.0
813_B2,TD,8-9yr,B2,8.334166666666667,109,7.085140114310369,13099.25260066986,13114.376953125,15.12435245513916,153.0
813_B3,TD,8-9yr,B3,8.334166666666667,153,6.224024456402074,13106.859591007233,13114.376953125,7.517362117767334,221.0
818_A1,TD,8-9yr,A1,8.755833333333333,105,10.579207119784844,13102.597282409668,13114.376953125,11.779670715332031,154.0
818_A2,TD,8-9yr,A2,8.755833333333333,126,6.1223097818471715,13106.507803916931,13114.376953125,7.869149208068848,184.0
818_A3,TD,8-9yr,A3,8.755833333333333,272,6.217468658143572,13106.436612606049,13114.376953125,7.940340518951416,370.0
818_B1,TD,8-9yr,B1,8.755833333333333,101,7.544751526338375,13101.391256332397,13114.376953125,12.985696792602539,139.0
818_B2,TD,8-9yr,B2,8.755833333333333,233,8.918436366555307,13099.366037368774,13114.376953125,15.010915756225586,336.0
818_B3,TD,8-9yr,B3,8.755833333333333,411,6.4732157011831895,13107.731045246124,13114.376953125,6.645907878875732,608.0
830_A1,TD,8-9yr,A1,8.338333333333333,56,6.58186910367769,13080.512535095215,13114.376953125,33.864418029785156,75.0
830_A2,TD,8-9yr,A2,8.338333333333333,142,7.639989256976638,13105.940391540527,13114.376953125,8.436561584472656,200.0
830_A3,TD,8-9yr,A3,8.338333333333333,132,6.6613458886105,13101.993260383606,13114.376953125,12.383692741394043,180.0
830_B1,TD,8-9yr,B1,8.338333333333333,64,9.959542827992337,13084.42587852478,13114.376953125,29.951074600219727,84.0
830_B2,TD,8-9yr,B2,8.338333333333333,86,6.6282271031738755,13085.383863449097,13114.376953125,28.99308967590332,115.0
830_B3,TD,8-9yr,B3,8.338333333333333,162,6.410624734344273,13106.982772350311,13114.376953125,7.394180774688721,214.0
836_A1,TD,8-9yr,A1,8.765,130,6.796192363890622,13100.342813491821,13114.376953125,14.034139633178711,178.0
836_A2,TD,8-9yr,A2,8.765,159,6.104977859021487,13104.123265266418,13114.376953125,10.253687858581543,216.0
836_A3,TD,8-9yr,A3,8.765,211,6.105149746451434,13105.193316459656,13114.376953125,9.183636665344238,287.0
836_B1,TD,8-9yr,B1,8.765,94,6.847736780739121,13094.936590194702,13114.376953125,19.44036293029785,125.0
836_B2,TD,8-9yr,B2,8.765,174,6.105260490622754,13105.882732391357,13114.376953125,8.494220733642578,255.0
836_B3,TD,8-9yr,B3,8.765,242,6.472824253988385,13105.6564245224,13114.376953125,8.720528602600098,336.0
837_A1,TD,8-9yr,A1,8.428333333333333,66,44.57649521388415,83.70641326904297,116.48088073730469,32.77446746826172,84.0
837_A2,TD,8-9yr,A2,8.428333333333333,73,6.472877635470122,13105.939339637756,13114.376953125,8.437613487243652,109.0
837_A3,TD,8-9yr,A3,8.428333333333333,172,6.473396741940046,13108.690538406372,13114.376953125,5.68641471862793,238.0
837_B1,TD,8-9yr,B1,8.428333333333333,72,6.470035716392793,13090.877527236938,13114.376953125,23.499425888061523,99.0
837_B2,TD,8-9yr,B2,8.428333333333333,107,27.28389257572003,108.8461241722107,116.48088073730469,7.634756565093994,156.0
837_B3,TD,8-9yr,B3,8.428333333333333,181,6.473090287234774,13107.066367149353,13114.376953125,7.310585975646973,259.0
840_A1,TD,8-9yr,A1,8.178333333333333,76,6.1779899551900765,13100.573422431946,13114.376953125,13.8035306930542,96.0
840_A2,TD,8-9yr,A2,8.178333333333333,107,6.113168909410284,13102.846343040466,13114.376953125,11.530610084533691,140.0
840_A3,TD,8-9yr,A3,8.178333333333333,184,6.114091162411514,13106.665714263916,13114.376953125,7.711238861083984,242.0
840_B1,TD,8-9yr,B1,8.178333333333333,71,6.495101912142127,13083.18779373169,13114.376953125,31.189159393310547,99.0
840_B2,TD,8-9yr,B2,8.178333333333333,111,38.25136571585608,103.84603786468506,116.48088073730469,12.634842872619629,146.0
840_B3,TD,8-9yr,B3,8.178333333333333,153,6.472665685662473,13104.816032409668,13114.376953125,9.560920715332031,229.0
844_A1,TD,8-9yr,A1,8.921666666666667,95,6.275912699965383,13102.865315437317,13114.376953125,11.511637687683105,132.0
844_A2,TD,8-9yr,A2,8.921666666666667,194,6.4729101995451455,13106.111925125122,13114.376953125,8.26502799987793,270.0
844_A3,TD,8-9yr,A3,8.921666666666667,305,6.473156397422846,13107.416742801666,13114.376953125,6.96021032333374,441.0
844_B1,TD,8-9yr,B1,8.921666666666667,98,6.218212011696629,13095.765102386475,13114.376953125,18.61185073852539,131.0
844_B2,TD,8-9yr,B2,8.921666666666667,298,6.4726410119008495,13104.685264587402,13114.376953125,9.691688537597656,414.0
844_B3,TD,8-9yr,B3,8.921666666666667,488,6.4730561094324,13106.885229110718,13114.376953125,7.491724014282227,713.0
845_A1,TD,8-9yr,A1,8.085,71,6.2113768533515605,13088.299800872803,13114.376953125,26.077152252197266,95.0
845_A2,TD,8-9yr,A2,8.085,76,7.739426362178991,13100.480454444885,13114.376953125,13.896498680114746,110.0
845_A3,TD,8-9yr,A3,8.085,143,6.256875249148195,13105.98987865448,13114.376953125,8.38707447052002,198.0
845_B1,TD,8-9yr,B1,8.085,94,6.467008990003764,13101.566807746887,13114.376953125,12.810145378112793,132.0
845_B2,TD,8-9yr,B2,8.085,98,6.1110148856355515,13100.327936172485,13114.376953125,14.049016952514648,139.0
845_B3,TD,8-9yr,B3,8.085,173,8.947700442482038,13107.43285036087,13114.376953125,6.944102764129639,249.0
848_A1,TD,8-9yr,A1,8.6075,129,6.2131567779981065,13105.425205230713,13114.376953125,8.95174789428711,184.0
848_A2,TD,8-9yr,A2,8.6075,181,6.247206755367421,13106.275576591492,13114.376953125,8.1013765335083,251.0
848_A3,TD,8-9yr,A3,8.6075,374,6.188062596506682,13106.157742500305,13114.376953125,8.219210624694824,523.0
848_B1,TD,8-9yr,B1,8.6075,232,9.087951815003166,13101.342610359192,13114.376953125,13.034342765808105,306.0
848_B2,TD,8-9yr,B2,8.6075,242,6.506124488668211,13103.467679977417,13114.376953125,10.909273147583008,327.0
848_B3,TD,8-9yr,B3,8.6075,404,8.537612517343831,13105.904821395874,13114.376953125,8.472131729125977,535.0
849_A1,TD,8-9yr,A1,8.500833333333333,67,6.24748914592438,13097.444234848022,13114.376953125,16.93271827697754,86.0
849_A2,TD,8-9yr,A2,8.500833333333333,126,6.03846917586042,13102.07829284668,13114.376953125,12.298660278320312,174.0
849_A3,TD,8-9yr,A3,8.500833333333333,146,7.539981089029676,13105.748928070068,13114.376953125,8.62802505493164,206.0
849_B1,TD,8-9yr,B1,8.500833333333333,96,6.25055829942138,13100.22623348236,13114.376953125,14.15071964263916,120.0
849_B2,TD,8-9yr,B2,8.500833333333333,116,9.457215606113266,13084.98850440979,13114.376953125,29.38844871520996,145.0
849_B3,TD,8-9yr,B3,8.500833333333333,226,6.58403430039281,13108.587094783783,13114.376953125,5.789858341217041,312.0
852_A1,TD,8-9yr,A1,8.600833333333334,118,6.198058293895432,13100.572457313538,13114.376953125,13.804495811462402,162.0
852_A2,TD,8-9yr,A2,8.600833333333334,157,6.367834494349942,13101.704454421997,13114.376953125,12.67249870300293,220.0
852_A3,TD,8-9yr,A3,8.600833333333334,221,6.257821718118468,13107.81443977356,13114.376953125,6.56251335144043,317.0
852_B1,TD,8-9yr,B1,8.600833333333334,131,8.590241268019057,13102.08449935913,13114.376953125,12.29245376586914,192.0
852_B2,TD,8-9yr,B2,8.600833333333334,145,6.210009990877635,13104.432428359985,13114.376953125,9.944524765014648,216.0
852_B3,TD,8-9yr,B3,8.600833333333334,301,6.267701731760399,13108.699412822723,13114.376953125,5.677540302276611,424.0
